loan_id,loan_type,borrower_segment,sector,bureau_score,loan_amount,tenure_months,interest_rate,emi_to_income_ratio,collateral_coverage_ratio,utilization_ratio,dpd_last_3m,dpd_last_12m_max,num_restructures,existing_npa_flag,sector_stress_index,gst_filing_delay_days,turnover_decline_pct_yoy,vintage_months,news_headline_text,news_sentiment_score,txn_narration_sample,gst_remark_text,true_pd_12m,default_12m
L107895,MSME,Business-Owner,Services,685.0,412891.0,157,16.83,0.388,0.872,0.503,1,6,0,0,0.647,1.0,-25.99,127,upgraded by rating agency on strong fundamentals,0.14,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0795,0
L107896,MSME,Business-Owner,Agriculture,831.0,285550.0,190,11.55,0.331,1.112,0.315,0,1,1,0,0.892,7.3,-12.0,125,renews existing supplier agreements,-0.157,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.129,0
L107897,Retail-Personal,Salaried,Services,706.0,139478.0,236,7.94,0.158,0.923,0.378,3,6,0,0,0.402,1.7,1.01,179,reports order book decline for third straight quarter,-0.426,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.137,0
L107898,Agri,Agri-Borrower,Agriculture,621.0,459723.0,223,11.65,0.339,1.781,0.346,0,5,0,0,0.773,4.0,14.77,155,renews existing supplier agreements,0.174,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1022,0
L107899,Retail-Home,Salaried,Healthcare,757.0,300754.0,91,6.31,0.057,0.718,1.032,1,3,0,0,0.412,3.4,21.1,52,upgraded by rating agency on strong fundamentals,0.671,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0087,0
L107900,Retail-Home,Salaried,Trading,763.0,331662.0,52,12.58,0.399,0.55,0.836,2,3,0,0,0.248,1.4,3.97,106,continues routine operations this quarter,-0.013,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0264,0
L107901,MSME,Business-Owner,Textiles,737.0,490587.0,157,14.08,0.461,0.847,0.339,0,3,1,0,0.398,1.8,14.17,104,faces liquidity crunch amid delayed receivables,-0.677,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1511,0
L107902,Agri,Agri-Borrower,Manufacturing,644.0,409915.0,54,19.61,0.317,1.036,0.068,0,1,0,0,0.136,8.5,29.6,136,secures fresh equity investment round,0.593,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.1097,0
L107903,MSME,Business-Owner,Trading,705.0,478993.0,112,11.79,0.542,0.39,0.407,2,5,1,0,0.325,0.3,-9.64,88,continues routine operations this quarter,0.084,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0987,0
L107904,Agri,Agri-Borrower,IT/ITES,805.0,285814.0,80,9.52,0.245,1.424,0.229,1,5,0,0,0.201,16.8,9.51,111,renews existing supplier agreements,0.114,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.028,0
L107905,Retail-Personal,Salaried,Textiles,723.0,657473.0,101,12.12,0.241,0.797,0.727,2,6,0,0,0.519,2.1,11.12,40,continues routine operations this quarter,-0.197,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1292,0
L107906,MSME,Business-Owner,IT/ITES,547.0,200872.0,213,15.82,0.308,1.578,0.565,7,12,1,0,0.057,15.8,-4.35,105,continues routine operations this quarter,0.168,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0626,0
L107907,Corporate,Corporate-Entity,Services,623.0,133688.0,82,13.0,0.69,1.434,0.406,3,6,0,1,0.343,3.6,-7.38,163,reports record quarterly revenue growth,0.34,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.3387,0
L107908,MSME,Business-Owner,Services,619.0,166213.0,206,14.0,0.307,1.164,0.529,4,8,0,0,0.437,3.6,6.76,169,files regular GST returns on schedule,0.168,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0727,0
L107909,Retail-Auto,Self-Employed,Agriculture,612.0,210164.0,64,13.78,0.671,0.891,0.261,4,8,0,0,0.514,6.9,-10.06,110,sees promoter stake pledge increase sharply,-0.671,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.305,1
L107910,Agri,Agri-Borrower,Trading,490.0,107304.0,80,13.02,0.344,0.495,0.491,6,9,0,0,0.357,4.3,-6.6,178,reports order book decline for third straight quarter,-0.64,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.5424,0
L107911,Retail-Personal,Salaried,Real Estate,850.0,68736.0,65,7.29,0.229,0.648,0.958,1,4,0,0,0.455,7.4,-1.26,59,renews existing supplier agreements,0.035,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0266,0
L107912,Retail-Auto,Self-Employed,Services,601.0,769739.0,182,7.13,0.643,0.47,0.378,8,8,0,0,0.173,1.1,-10.61,25,sees promoter stake pledge increase sharply,-0.668,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.5981,0
L107913,Corporate,Corporate-Entity,Healthcare,608.0,1797069.0,188,6.76,0.378,0.452,0.575,4,10,1,0,0.529,6.2,-16.76,130,faces liquidity crunch amid delayed receivables,-0.506,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.7173,1
L107914,Agri,Agri-Borrower,Trading,505.0,817065.0,19,7.91,0.306,1.015,0.354,3,9,2,0,0.309,0.5,15.99,34,flags working capital stress in latest filing,-0.682,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.822,1
L107915,Agri,Agri-Borrower,IT/ITES,758.0,260041.0,85,8.25,0.479,1.03,0.35,0,7,0,0,0.395,1.1,-2.64,71,files regular GST returns on schedule,-0.183,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0774,0
L107916,Agri,Agri-Borrower,Services,672.0,66965.0,225,17.08,0.537,0.277,0.757,2,7,0,0,0.367,0.9,6.37,158,files regular GST returns on schedule,-0.201,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1253,0
L107917,Retail-Personal,Salaried,Services,648.0,546417.0,132,9.38,0.263,0.705,0.24,2,6,1,0,0.214,6.0,1.04,61,continues routine operations this quarter,-0.07,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1543,0
L107918,Agri,Agri-Borrower,Agriculture,653.0,75506.0,52,11.8,0.485,0.576,0.504,1,5,0,0,0.313,7.2,21.29,8,under scrutiny after key client contract termination,-0.551,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0877,0
L107919,Retail-Auto,Self-Employed,Trading,733.0,402188.0,60,10.77,0.316,1.483,0.33,2,7,0,0,0.334,1.1,-0.72,106,files regular GST returns on schedule,0.061,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0187,0
L107920,MSME,Business-Owner,Trading,637.0,183590.0,118,12.08,0.203,0.061,0.893,2,4,0,0,0.575,0.3,-3.76,25,files regular GST returns on schedule,0.111,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0994,0
L107921,Retail-Auto,Self-Employed,Healthcare,501.0,50000.0,60,11.71,0.244,1.667,0.377,3,5,1,0,0.392,5.1,-7.59,143,sees promoter stake pledge increase sharply,-0.676,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.6078,1
L107922,Corporate,Corporate-Entity,Construction,564.0,2254835.0,111,7.73,0.174,1.132,0.232,7,10,1,0,0.426,7.5,-4.44,170,sees promoter stake pledge increase sharply,-0.789,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.6601,1
L107923,MSME,Business-Owner,Textiles,559.0,111148.0,145,13.29,0.363,0.0,0.509,2,4,0,0,0.823,1.1,-12.84,54,flags working capital stress in latest filing,-0.392,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.5787,1
L107924,Corporate,Corporate-Entity,IT/ITES,705.0,299129.0,118,9.46,0.364,0.644,0.51,1,4,0,0,0.871,1.3,-1.29,7,files regular GST returns on schedule,0.233,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.238,1
L107925,Retail-Personal,Salaried,IT/ITES,764.0,383898.0,144,9.36,0.521,1.079,0.824,1,3,0,0,0.125,5.8,-11.84,107,under scrutiny after key client contract termination,-0.362,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0381,0
L107926,Retail-Personal,Salaried,IT/ITES,812.0,263683.0,24,10.58,0.48,0.628,0.413,1,7,0,0,0.177,7.3,12.76,160,files regular GST returns on schedule,-0.041,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0102,0
L107927,Retail-Auto,Self-Employed,Hospitality,533.0,737512.0,127,13.93,0.289,0.791,0.656,3,4,0,0,0.407,2.1,-3.97,34,continues routine operations this quarter,-0.165,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0848,0
L107928,Retail-Personal,Salaried,IT/ITES,736.0,195816.0,24,9.63,0.321,1.81,0.3,0,2,0,0,0.398,2.4,-9.91,119,files regular GST returns on schedule,-0.02,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.0445,0
L107929,MSME,Business-Owner,Construction,625.0,673403.0,170,11.78,0.253,0.731,0.822,0,3,0,0,0.341,0.1,2.78,168,continues routine operations this quarter,0.188,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0551,0
L107930,Retail-Home,Salaried,Services,900.0,628038.0,131,12.71,0.366,0.467,0.77,0,3,0,0,0.324,2.0,5.15,16,continues routine operations this quarter,0.106,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0122,0
L107931,MSME,Business-Owner,Real Estate,805.0,97195.0,157,12.27,0.317,1.266,0.689,1,2,0,0,0.225,0.0,-13.27,176,under scrutiny after key client contract termination,-0.375,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.047,0
L107932,Retail-Personal,Salaried,Agriculture,833.0,573449.0,88,12.11,0.357,0.339,0.758,0,6,0,0,0.386,0.3,-20.66,63,reports record quarterly revenue growth,0.753,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0134,0
L107933,Retail-Personal,Salaried,Textiles,752.0,138778.0,57,7.29,0.569,1.181,0.614,2,6,0,0,0.071,1.5,7.7,100,hit by raw material cost spike and margin pressure,-0.579,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1885,0
L107934,MSME,Business-Owner,Real Estate,714.0,122737.0,166,11.88,0.577,1.134,0.578,1,5,0,0,0.456,1.7,0.86,168,files regular GST returns on schedule,0.136,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0185,0
L107935,Retail-Home,Salaried,Services,644.0,609028.0,24,8.76,0.256,1.63,0.263,0,5,0,0,0.58,1.0,0.78,120,secures fresh equity investment round,0.725,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0089,0
L107936,Retail-Personal,Salaried,Services,626.0,282324.0,122,6.22,0.467,1.066,0.382,4,6,0,0,0.232,8.4,3.67,45,files regular GST returns on schedule,-0.223,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0845,0
L107937,Retail-Home,Salaried,Manufacturing,608.0,666791.0,73,10.11,0.448,0.806,0.761,5,8,1,0,0.453,7.2,-23.08,39,faces liquidity crunch amid delayed receivables,-1.0,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.6448,0
L107938,Retail-Personal,Salaried,Manufacturing,736.0,673277.0,93,9.94,0.268,0.888,0.751,3,8,0,1,0.649,3.2,-11.08,6,files regular GST returns on schedule,-0.189,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.5636,0
L107939,MSME,Business-Owner,IT/ITES,820.0,91968.0,110,20.38,0.562,1.755,0.772,0,6,2,0,0.165,5.7,3.94,7,continues routine operations this quarter,0.065,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0313,0
L107940,Retail-Personal,Salaried,Textiles,648.0,999169.0,116,14.43,0.128,0.925,0.442,1,5,0,1,0.467,1.7,-14.08,55,faces liquidity crunch amid delayed receivables,-0.828,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.9235,1
L107941,Retail-Auto,Self-Employed,Services,615.0,605323.0,59,13.85,0.511,0.814,0.969,4,7,1,0,0.543,7.3,9.81,161,renews existing supplier agreements,-0.264,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.812,1
L107942,MSME,Business-Owner,Services,546.0,232048.0,40,10.28,0.332,0.874,0.507,7,9,0,0,0.194,1.2,-7.17,116,files regular GST returns on schedule,-0.216,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.3044,0
L107943,MSME,Business-Owner,IT/ITES,702.0,380994.0,121,10.94,0.189,1.09,0.665,1,5,0,0,0.865,2.0,-0.27,86,secures fresh equity investment round,0.798,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0186,0
L107944,MSME,Business-Owner,Manufacturing,791.0,1031018.0,76,19.21,0.322,0.749,1.244,1,4,0,0,0.333,3.9,2.42,94,continues routine operations this quarter,-0.243,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.1371,0
L107945,Retail-Home,Salaried,Healthcare,795.0,311274.0,20,9.59,0.632,0.487,0.422,3,5,0,0,0.495,0.9,17.23,114,reports order book decline for third straight quarter,-0.419,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1276,0
L107946,Agri,Agri-Borrower,Hospitality,804.0,4532505.0,207,12.26,0.727,0.631,0.73,0,1,0,0,0.608,3.1,15.44,69,faces liquidity crunch amid delayed receivables,-0.464,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1191,0
L107947,Retail-Auto,Self-Employed,Agriculture,717.0,2280174.0,120,17.02,0.233,0.546,0.172,0,1,0,0,0.195,0.6,-11.79,127,wins large government infrastructure contract,0.636,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0352,0
L107948,Retail-Home,Salaried,Agriculture,688.0,503059.0,32,9.33,0.344,0.839,0.457,0,2,1,0,0.617,0.1,4.13,59,reports order book decline for third straight quarter,-0.544,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.2288,0
L107949,Agri,Agri-Borrower,Textiles,795.0,344281.0,92,11.95,0.322,0.655,0.699,1,9,0,0,0.523,4.9,6.58,119,renews existing supplier agreements,-0.255,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1704,0
L107950,MSME,Business-Owner,Manufacturing,580.0,361082.0,39,11.45,0.347,0.828,0.395,2,7,0,0,0.807,25.9,16.23,116,under scrutiny after key client contract termination,-0.8,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.7586,1
L107951,MSME,Business-Owner,IT/ITES,640.0,228498.0,230,8.83,0.594,0.839,0.56,1,1,0,0,0.588,1.8,10.66,31,continues routine operations this quarter,-0.021,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.279,0
L107952,Agri,Agri-Borrower,Construction,834.0,507750.0,122,13.82,0.291,1.005,0.607,1,4,0,0,0.566,5.0,-0.37,159,files regular GST returns on schedule,0.063,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0461,0
L107953,Retail-Personal,Salaried,Agriculture,583.0,942509.0,211,8.15,0.233,0.515,0.59,7,10,1,0,0.42,15.7,2.71,85,faces liquidity crunch amid delayed receivables,-0.599,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.6266,1
L107954,Corporate,Corporate-Entity,Manufacturing,677.0,100265.0,89,13.83,0.283,1.581,0.0,0,2,0,0,0.28,5.2,14.56,156,upgraded by rating agency on strong fundamentals,0.801,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0363,0
L107955,MSME,Business-Owner,Real Estate,737.0,897221.0,228,12.79,0.322,1.398,1.111,2,5,0,0,0.173,1.7,-13.96,106,files regular GST returns on schedule,0.255,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0208,0
L107956,Retail-Home,Salaried,Construction,687.0,1235401.0,224,14.19,0.466,1.116,0.273,1,8,0,0,0.555,7.0,11.16,28,renews existing supplier agreements,-0.283,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1172,0
L107957,Retail-Home,Salaried,Manufacturing,783.0,830177.0,162,10.92,0.369,1.194,0.349,1,6,0,0,0.313,7.3,15.62,96,reports record quarterly revenue growth,0.148,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0653,0
L107958,Retail-Personal,Salaried,Healthcare,817.0,383487.0,107,12.67,0.45,0.446,0.144,0,2,0,0,0.43,11.6,14.0,14,renews existing supplier agreements,-0.059,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0341,0
L107959,Agri,Agri-Borrower,Hospitality,723.0,793091.0,233,14.58,0.509,0.666,0.293,1,2,0,0,0.438,17.9,13.54,54,flags working capital stress in latest filing,-0.699,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.3141,0
L107960,Retail-Personal,Salaried,Textiles,805.0,1847251.0,142,7.27,0.308,0.711,0.532,0,5,0,0,0.244,3.7,17.55,118,hit by raw material cost spike and margin pressure,-0.425,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0683,0
L107961,Retail-Home,Salaried,Manufacturing,596.0,414980.0,55,7.87,0.34,0.332,0.796,7,9,1,0,0.562,2.8,11.16,161,continues routine operations this quarter,0.079,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.7598,1
L107962,MSME,Business-Owner,Hospitality,666.0,454054.0,28,13.25,0.424,0.749,0.389,1,5,0,0,0.304,18.6,-14.78,96,renews existing supplier agreements,-0.194,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0867,0
L107963,MSME,Business-Owner,Services,896.0,4619511.0,133,13.97,0.258,1.809,0.575,2,4,1,0,0.351,3.9,-5.02,177,files regular GST returns on schedule,0.171,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.0701,0
L107964,Retail-Personal,Salaried,Services,855.0,620306.0,68,11.91,0.357,0.943,0.621,1,4,0,1,0.559,20.3,9.41,22,under scrutiny after key client contract termination,-0.565,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.7339,0
L107965,Corporate,Corporate-Entity,Healthcare,565.0,146090.0,181,14.26,0.509,1.512,0.259,4,9,0,0,0.623,10.6,21.73,115,reports record quarterly revenue growth,0.978,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0461,0
L107966,MSME,Business-Owner,Construction,679.0,1155760.0,137,10.41,0.368,1.485,0.075,2,8,0,0,0.401,3.4,12.28,25,hit by raw material cost spike and margin pressure,-0.756,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.281,1
L107967,Corporate,Corporate-Entity,Manufacturing,692.0,688407.0,121,15.3,0.541,0.523,0.299,2,4,0,0,0.454,5.0,-2.19,10,files regular GST returns on schedule,-0.047,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1093,0
L107968,Retail-Personal,Salaried,IT/ITES,717.0,215139.0,76,11.28,0.213,0.915,0.872,1,3,0,0,0.326,3.1,-7.09,49,renews existing supplier agreements,-0.125,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0285,0
L107969,Retail-Personal,Salaried,Services,795.0,131354.0,60,9.16,0.401,0.741,0.336,0,3,0,0,0.061,9.7,15.5,12,flags working capital stress in latest filing,-0.91,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1472,0
L107970,MSME,Business-Owner,Real Estate,846.0,575191.0,57,15.77,0.437,1.273,0.352,0,2,0,0,0.559,7.9,-13.21,35,continues routine operations this quarter,-0.277,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0148,0
L107971,Retail-Personal,Salaried,Trading,683.0,414111.0,161,13.98,0.397,1.088,0.62,1,2,0,0,0.266,5.9,5.06,48,reports record quarterly revenue growth,0.5,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0077,0
L107972,MSME,Business-Owner,Hospitality,781.0,112569.0,190,10.15,0.307,1.566,0.693,1,5,0,0,0.661,1.4,-19.82,25,renews existing supplier agreements,0.154,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0394,0
L107973,Retail-Personal,Salaried,Healthcare,738.0,401386.0,233,10.21,0.131,0.983,0.247,3,8,0,0,0.733,1.2,6.91,143,files regular GST returns on schedule,0.154,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1009,0
L107974,MSME,Business-Owner,Services,678.0,374526.0,166,13.3,0.518,1.231,0.717,0,4,1,0,0.159,9.1,-4.03,179,continues routine operations this quarter,0.3,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1438,1
L107975,Agri,Agri-Borrower,Textiles,527.0,413058.0,131,8.5,0.138,0.643,0.654,7,9,0,0,0.357,1.6,-12.85,93,continues routine operations this quarter,-0.239,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.4141,0
L107976,Corporate,Corporate-Entity,Hospitality,772.0,759753.0,169,12.46,0.15,0.314,0.387,1,6,0,0,0.537,5.0,16.99,57,renews existing supplier agreements,-0.068,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1419,1
L107977,Agri,Agri-Borrower,Manufacturing,734.0,63699.0,68,10.99,0.437,1.168,0.063,0,8,0,0,0.369,4.8,-8.24,140,files regular GST returns on schedule,-0.084,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.035,0
L107978,Agri,Agri-Borrower,Real Estate,715.0,130178.0,211,12.14,0.295,0.959,0.729,0,1,0,0,0.679,15.6,15.98,29,renews existing supplier agreements,0.199,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0605,1
L107979,Retail-Auto,Self-Employed,Agriculture,592.0,258942.0,21,6.0,0.372,1.121,0.618,9,13,0,0,0.146,0.7,4.2,61,files regular GST returns on schedule,-0.08,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.2979,0
L107980,Retail-Auto,Self-Employed,Hospitality,856.0,1902724.0,218,8.78,0.158,1.466,0.575,1,4,0,0,0.442,1.2,8.17,42,renews existing supplier agreements,-0.011,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0108,0
L107981,Agri,Agri-Borrower,Services,694.0,5983762.0,35,12.26,0.394,1.035,0.183,0,1,0,0,0.475,1.2,17.1,167,continues routine operations this quarter,0.022,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.4072,0
L107982,Agri,Agri-Borrower,Healthcare,577.0,444777.0,227,14.66,0.475,1.232,1.097,5,8,1,0,0.436,0.2,-12.02,172,reports order book decline for third straight quarter,-0.301,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.4283,1
L107983,Agri,Agri-Borrower,Hospitality,563.0,465143.0,189,11.11,0.116,1.309,0.275,4,7,0,0,0.134,0.4,3.81,141,expands operations with new manufacturing unit,0.697,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0205,0
L107984,MSME,Business-Owner,Construction,741.0,50000.0,107,13.67,0.388,0.841,0.392,0,4,0,0,0.205,8.6,-14.03,113,files regular GST returns on schedule,0.138,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0256,0
L107985,Retail-Personal,Salaried,Trading,744.0,1196497.0,122,7.06,0.485,0.66,0.772,1,2,0,0,0.371,1.6,-12.0,73,flags working capital stress in latest filing,-0.757,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2026,0
L107986,Agri,Agri-Borrower,Construction,638.0,725494.0,79,10.15,0.15,1.691,0.553,1,4,0,0,0.496,4.3,4.36,172,hit by raw material cost spike and margin pressure,-0.201,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0686,0
L107987,Agri,Agri-Borrower,Textiles,722.0,604072.0,59,12.34,0.372,1.054,0.579,1,5,0,0,0.45,1.5,7.91,71,continues routine operations this quarter,0.031,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.0697,0
L107988,MSME,Business-Owner,IT/ITES,740.0,112327.0,83,11.31,0.358,1.015,0.229,0,3,0,0,0.739,1.9,4.36,100,renews existing supplier agreements,0.07,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1017,0
L107989,Corporate,Corporate-Entity,Agriculture,693.0,3905423.0,208,13.79,0.404,0.507,0.21,0,5,0,0,0.282,1.5,17.86,156,flags working capital stress in latest filing,-0.846,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.4554,1
L107990,MSME,Business-Owner,Hospitality,617.0,2356286.0,69,10.73,0.309,0.999,0.627,4,11,0,0,0.363,4.0,22.58,138,renews existing supplier agreements,0.044,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.648,1
L107991,Agri,Agri-Borrower,Textiles,767.0,611573.0,111,10.76,0.132,1.029,0.429,1,4,0,0,0.74,1.0,8.75,171,continues routine operations this quarter,0.073,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.1808,0
L107992,Retail-Personal,Salaried,IT/ITES,755.0,1317431.0,168,13.46,0.29,0.525,1.007,1,4,0,0,0.333,0.2,-3.65,42,wins large government infrastructure contract,0.573,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0722,0
L107993,Corporate,Corporate-Entity,Hospitality,731.0,467999.0,193,9.89,0.267,1.195,0.24,3,9,0,0,0.286,12.1,15.56,122,reports record quarterly revenue growth,0.25,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0206,0
L107994,Retail-Personal,Salaried,Hospitality,605.0,1091632.0,81,8.78,0.34,0.798,0.433,5,8,0,0,0.591,1.9,-10.07,94,hit by raw material cost spike and margin pressure,-0.276,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.506,0
L107995,Retail-Home,Salaried,Construction,560.0,105032.0,196,12.89,0.531,0.016,0.582,4,5,1,0,0.67,1.7,-15.6,35,wins large government infrastructure contract,0.709,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.2186,0
